Name,Country,Continent,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze
Gina Altagracia Mambru Casilla,Dominican Republic,Americas,26,180,65,F,Volleyball,Women's Volleyball,,,,
Karla Miguelina Echenique Medina,Dominican Republic,Americas,26,180,65,F,Volleyball,Women's Volleyball,,,,
Lisvel Elisa Eve Mejia,Dominican Republic,Americas,20,194,70,F,Volleyball,Women's Volleyball,,,,
Milagros Cabral de la Cruz,Dominican Republic,Americas,33,181,63,F,Volleyball,Women's Volleyball,,,,
Niverka Dharlenis Marte Frica,Dominican Republic,Americas,21,178,71,F,Volleyball,Women's Volleyball,,,,
Prisilla Altagracia Rivera Brens,Dominican Republic,Americas,27,186,70,F,Volleyball,Women's Volleyball,,,,
Sidarka de los Milagros Nunez,Dominican Republic,Americas,28,180,62,F,Volleyball,Women's Volleyball,,,,
Ciara Michel,Great Britain,Europe,27,194,70,F,Volleyball,Women's Volleyball,,,,
Elizabeth Reid,Great Britain,Europe,23,173,60,F,Volleyball,Women's Volleyball,,,,
Grace Carter,Great Britain,Europe,22,183,78,F,Volleyball,Women's Volleyball,,,,
Janine Sandell,Great Britain,Europe,26,177,82,F,Volleyball,Women's Volleyball,,,,
Joanne Morgan,Great Britain,Europe,28,170,60,F,Volleyball,Women's Volleyball,,,,
Lucy Wicks,Great Britain,Europe,30,173,62,F,Volleyball,Women's Volleyball,,,,
Lynne Beattie,Great Britain,Europe,26,182,65,F,Volleyball,Women's Volleyball,,,,
Maria Bertelli,Great Britain,Europe,34,171,63,F,Volleyball,Women's Volleyball,,,,
Rachel Bragg,Great Britain,Europe,27,184,75,F,Volleyball,Women's Volleyball,,,,
Rachel Laybourne,Great Britain,Europe,30,179,67,F,Volleyball,Women's Volleyball,,,,
Savanah Leaf,Great Britain,Europe,18,183,73,F,Volleyball,Women's Volleyball,,,,
Antonella del Core,Italy,Europe,31,180,70,F,Volleyball,Women's Volleyball,,,,
Carolina del Pilar Costagrande,Italy,Europe,31,188,80,F,Volleyball,Women's Volleyball,,,,
Caterina Bosetti,Italy,Europe,18,179,59,F,Volleyball,Women's Volleyball,,,,
Eleonora Lo Bianco,Italy,Europe,32,171,67,F,Volleyball,Women's Volleyball,,,,
Francesca Piccinini,Italy,Europe,33,184,71,F,Volleyball,Women's Volleyball,,,,
Giulia Rondon,Italy,Europe,24,189,74,F,Volleyball,Women's Volleyball,,,,
Jenny Barazza,Italy,Europe,31,188,72,F,Volleyball,Women's Volleyball,,,,
Lucia Bosetti,Italy,Europe,23,175,65,F,Volleyball,Women's Volleyball,,,,
Monica de Gennaro,Italy,Europe,25,174,67,F,Volleyball,Women's Volleyball,,,,
Paola Croce,Italy,Europe,34,167,52,F,Volleyball,Women's Volleyball,,,,
Simona Gioli,Italy,Europe,34,185,70,F,Volleyball,Women's Volleyball,,,,
Valentina Arrighetti,Italy,Europe,27,185,72,F,Volleyball,Women's Volleyball,,,,
Ai Otomo,Japan,Asia,30,184,68,F,Volleyball,Women's Volleyball,,,,
Erika Araki,Japan,Asia,28,186,80,F,Volleyball,Women's Volleyball,,,,
Hitomi Nakamichi,Japan,Asia,26,159,53,F,Volleyball,Women's Volleyball,,,,
Kaori Inoue,Japan,Asia,29,182,59,F,Volleyball,Women's Volleyball,,,,
Mai Yamaguchi,Japan,Asia,29,176,62,F,Volleyball,Women's Volleyball,,,,
Maiko Kano,Japan,Asia,24,185,72,F,Volleyball,Women's Volleyball,,,,
Risa Shinnabe,Japan,Asia,22,173,66,F,Volleyball,Women's Volleyball,,,,
Saori Kimura,Japan,Asia,25,185,65,F,Volleyball,Women's Volleyball,,,,
Saori Sakoda,Japan,Asia,24,175,64,F,Volleyball,Women's Volleyball,,,,
Yoshie Takeshita,Japan,Asia,34,159,53,F,Volleyball,Women's Volleyball,,,,
Yukiko Ebata,Japan,Asia,22,176,70,F,Volleyball,Women's Volleyball,,,,
Yuko Sano,Japan,Asia,33,159,53,F,Volleyball,Women's Volleyball,,,,
Chunlei Zeng,People's Republic of China,Asia,22,186,77,F,Volleyball,Women's Volleyball,,,,
Danna Shan,People's Republic of China,Asia,20,168,60,F,Volleyball,Women's Volleyball,,,,
Jinling Chu,People's Republic of China,Asia,28,186,75,F,Volleyball,Women's Volleyball,,,,
Junjing Yang,People's Republic of China,Asia,23,190,70,F,Volleyball,Women's Volleyball,,,,
Lei Zhang,People's Republic of China,Asia,27,181,71,F,Volleyball,Women's Volleyball,,,,
Qiuyue Wei,People's Republic of China,Asia,23,182,65,F,Volleyball,Women's Volleyball,,,,
Ruoqi Hui,People's Republic of China,Asia,21,189,70,F,Volleyball,Women's Volleyball,,,,
Yang Mi,People's Republic of China,Asia,23,180,70,F,Volleyball,Women's Volleyball,,,,
Yimei Wang,People's Republic of China,Asia,24,190,90,F,Volleyball,Women's Volleyball,,,,
Yunli Xu,People's Republic of China,Asia,25,196,75,F,Volleyball,Women's Volleyball,,,,
Yunwen Ma,People's Republic of China,Asia,25,189,76,F,Volleyball,Women's Volleyball,,,,
Dae-Young Jung,Republic of Korea,Asia,30,183,68,F,Volleyball,Women's Volleyball,,,,
Hae-Ran Kim,Republic of Korea,Asia,28,168,57,F,Volleyball,Women's Volleyball,,,,
Hee-Jin Kim,Republic of Korea,Asia,21,186,75,F,Volleyball,Women's Volleyball,,,,
Hyo-Jin Yang,Republic of Korea,Asia,22,190,72,F,Volleyball,Women's Volleyball,,,,
Hyo-Sook Lim,Republic of Korea,Asia,30,178,79,F,Volleyball,Women's Volleyball,,,,
Joon-Eem Ha,Republic of Korea,Asia,22,188,73,F,Volleyball,Women's Volleyball,,,,
Sa-Nee Kim,Republic of Korea,Asia,31,177,65,F,Volleyball,Women's Volleyball,,,,
Song-Yi Han,Republic of Korea,Asia,27,186,65,F,Volleyball,Women's Volleyball,,,,
Sook-Ja Lee,Republic of Korea,Asia,32,175,58,F,Volleyball,Women's Volleyball,,,,
Yeon-Koung Kim,Republic of Korea,Asia,24,192,73,F,Volleyball,Women's Volleyball,,,,
Yoo-Mi Han,Republic of Korea,Asia,30,180,63,F,Volleyball,Women's Volleyball,,,,
Youn-Joo Hwang,Republic of Korea,Asia,25,177,68,F,Volleyball,Women's Volleyball,,,,
Anna Matienko,Russian Federation,Europe,31,182,68,F,Volleyball,Women's Volleyball,,,,
Ekaterina Gamova,Russian Federation,Europe,31,202,80,F,Volleyball,Women's Volleyball,,,,
Ekaterina Kabeshova,Russian Federation,Europe,25,172,61,F,Volleyball,Women's Volleyball,,,,
Evgenia Estes,Russian Federation,Europe,37,191,80,F,Volleyball,Women's Volleyball,,,,
Evgeniya Startseva,Russian Federation,Europe,23,185,68,F,Volleyball,Women's Volleyball,,,,
Iuliia Merkulova,Russian Federation,Europe,28,202,75,F,Volleyball,Women's Volleyball,,,,
Liubov Shashkova,Russian Federation,Europe,34,192,73,F,Volleyball,Women's Volleyball,,,,
Maria Borisenko,Russian Federation,Europe,26,190,80,F,Volleyball,Women's Volleyball,,,,
Maria Perepelkina,Russian Federation,Europe,28,187,72,F,Volleyball,Women's Volleyball,,,,
Nataliya Goncharova,Russian Federation,Europe,23,194,75,F,Volleyball,Women's Volleyball,,,,
Svetlana Kryuchkova,Russian Federation,Europe,27,174,63,F,Volleyball,Women's Volleyball,,,,
Tatiana Kosheleva,Russian Federation,Europe,23,191,67,F,Volleyball,Women's Volleyball,,,,
Bojana Zivkovic,Serbia,Europe,24,185,70,F,Volleyball,Women's Volleyball,,,,
Brankica Mihajlovic,Serbia,Europe,21,190,80,F,Volleyball,Women's Volleyball,,,,
Ivana Djerisilo,Serbia,Europe,28,185,72,F,Volleyball,Women's Volleyball,,,,
Jelena Blagojevic,Serbia,Europe,23,181,70,F,Volleyball,Women's Volleyball,,,,
Jovana Brakocevic,Serbia,Europe,24,196,82,F,Volleyball,Women's Volleyball,,,,
Jovana Vesovic,Serbia,Europe,25,182,68,F,Volleyball,Women's Volleyball,,,,
Maja Ognjenovic,Serbia,Europe,27,183,68,F,Volleyball,Women's Volleyball,,,,
Milena Rasic,Serbia,Europe,21,193,75,F,Volleyball,Women's Volleyball,,,,
Natasa Krsmanovic,Serbia,Europe,27,188,73,F,Volleyball,Women's Volleyball,,,,
Sanja Starovic,Serbia,Europe,29,194,96,F,Volleyball,Women's Volleyball,,,,
Stefana Veljkovic,Serbia,Europe,22,190,76,F,Volleyball,Women's Volleyball,,,,
Suzana Cebic,Serbia,Europe,27,167,60,F,Volleyball,Women's Volleyball,,,,
Bahar Toksoy,Turkey,Europe,24,190,68,F,Volleyball,Women's Volleyball,,,,
Busra Cansu,Turkey,Europe,22,188,80,F,Volleyball,Women's Volleyball,,,,
Esra Gumus,Turkey,Europe,29,181,75,F,Volleyball,Women's Volleyball,,,,
Gozde Sonsirma,Turkey,Europe,27,183,70,F,Volleyball,Women's Volleyball,,,,
Gulden Kayalar Kuzubasioglu,Turkey,Europe,31,167,58,F,Volleyball,Women's Volleyball,,,,
Naz Aydemir,Turkey,Europe,21,186,68,F,Volleyball,Women's Volleyball,,,,
Neslihan Darnel,Turkey,Europe,28,187,72,F,Volleyball,Women's Volleyball,,,,
Ozge Kirdar Cemberci,Turkey,Europe,27,183,68,F,Volleyball,Women's Volleyball,,,,
Polen Uslupehlivan,Turkey,Europe,21,192,71,F,Volleyball,Women's Volleyball,,,,
Christa Harmotto,United States of America,Americas,25,188,79,F,Volleyball,Women's Volleyball,,,,
Courtney Thompson,United States of America,Americas,27,170,67,F,Volleyball,Women's Volleyball,,,,
Danielle Scott-Arruda,United States of America,Americas,39,191,85,F,Volleyball,Women's Volleyball,,,,
Destinee Hooker,United States of America,Americas,24,191,75,F,Volleyball,Women's Volleyball,,,,
Foluke Akinradewo,United States of America,Americas,24,191,79,F,Volleyball,Women's Volleyball,,,,
Jordan Larson,United States of America,Americas,25,188,77,F,Volleyball,Women's Volleyball,,,,
Lindsey Berg,United States of America,Americas,32,173,77,F,Volleyball,Women's Volleyball,,,,
Logan Tom,United States of America,Americas,31,185,75,F,Volleyball,Women's Volleyball,,,,
Megan Hodge,United States of America,Americas,23,185,79,F,Volleyball,Women's Volleyball,,,,
Nicole Davis,United States of America,Americas,30,165,64,F,Volleyball,Women's Volleyball,,,,
Tamari Miyashiro,United States of America,Americas,25,170,75,F,Volleyball,Women's Volleyball,,,,
Tayyiba Haneef-Park,United States of America,Americas,33,201,88,F,Volleyball,Women's Volleyball,,,,
Aaron Younger,Australia,Oceania,20,193,100,M,Water Polo,Men's Water Polo,,,,
Aidan Roach,Australia,Oceania,21,186,92,M,Water Polo,Men's Water Polo,,,,
Billy Miller,Australia,Oceania,24,188,89,M,Water Polo,Men's Water Polo,,,,
Gavin Woods,Australia,Oceania,34,199,103,M,Water Polo,Men's Water Polo,,,,
James Clark,Australia,Oceania,21,195,95,M,Water Polo,Men's Water Polo,,,,
Jamie Beadsworth,Australia,Oceania,27,193,115,M,Water Polo,Men's Water Polo,,,,
Joel Dennerley,Australia,Oceania,25,194,94,M,Water Polo,Men's Water Polo,,,,
Johnno Cotterill,Australia,Oceania,24,193,91,M,Water Polo,Men's Water Polo,,,,
Rhys Howden,Australia,Oceania,25,188,82,M,Water Polo,Men's Water Polo,,,,
Richie Campbell,Australia,Oceania,24,193,99,M,Water Polo,Men's Water Polo,,,,
Sam McGregor,Australia,Oceania,27,192,105,M,Water Polo,Men's Water Polo,,,,
Thomas Whalan,Australia,Oceania,31,194,90,M,Water Polo,Men's Water Polo,,,,
Tim Cleland,Australia,Oceania,27,195,115,M,Water Polo,Men's Water Polo,,,,
Andro Buslje,Croatia,Europe,26,200,115,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Damir Buric,Croatia,Europe,31,205,115,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Frano Vican,Croatia,Europe,36,192,94,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Igor Hinic,Croatia,Europe,36,202,110,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Ivan Buljubasic,Croatia,Europe,24,198,108,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Josip Pavic,Croatia,Europe,30,195,90,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Maro Jokovic,Croatia,Europe,24,203,95,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Miho Boskovic,Croatia,Europe,29,196,96,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Niksa Dobud,Croatia,Europe,26,199,118,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Paulo Obradovic,Croatia,Europe,26,190,100,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Petar Muslim,Croatia,Europe,24,200,102,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Samir Barac,Croatia,Europe,38,187,89,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Sandro Sukno,Croatia,Europe,22,200,93,M,Water Polo,Men's Water Polo,YES,0.076923077,,
Adam Scholefield,Great Britain,Europe,27,189,99,M,Water Polo,Men's Water Polo,,,,
Alex Parsonage,Great Britain,Europe,27,180,87,M,Water Polo,Men's Water Polo,,,,
Ciaran James,Great Britain,Europe,21,193,93,M,Water Polo,Men's Water Polo,,,,
Craig Figes,Great Britain,Europe,33,183,90,M,Water Polo,Men's Water Polo,,,,
Ed Scott,Great Britain,Europe,24,197,85,M,Water Polo,Men's Water Polo,,,,
Jack Waller,Great Britain,Europe,22,187,95,M,Water Polo,Men's Water Polo,,,,
Jake Vincent,Great Britain,Europe,23,197,98,M,Water Polo,Men's Water Polo,,,,
Joseph O`regan,Great Britain,Europe,21,203,105,M,Water Polo,Men's Water Polo,,,,
Matt Holland,Great Britain,Europe,23,194,96,M,Water Polo,Men's Water Polo,,,,
Rob Parker,Great Britain,Europe,24,200,100,M,Water Polo,Men's Water Polo,,,,
Sean King,Great Britain,Europe,23,193,91,M,Water Polo,Men's Water Polo,,,,
Sean Ryder,Great Britain,Europe,25,188,94,M,Water Polo,Men's Water Polo,,,,
Andreas Miralis,Greece,Europe,24,183,89,M,Water Polo,Men's Water Polo,,,,
Argyris Theodoropoulos,Greece,Europe,31,187,95,M,Water Polo,Men's Water Polo,,,,
Christos Afroudakis,Greece,Europe,28,188,88,M,Water Polo,Men's Water Polo,,,,
Emmanouil Mylonakis,Greece,Europe,27,185,75,M,Water Polo,Men's Water Polo,,,,
Evagelos Delakas,Greece,Europe,27,190,88,M,Water Polo,Men's Water Polo,,,,
Filippos Karampetsos,Greece,Europe,34,192,95,M,Water Polo,Men's Water Polo,,,,
Georgios Afroudakis,Greece,Europe,35,194,103,M,Water Polo,Men's Water Polo,,,,
Ioannis Fountoulis,Greece,Europe,24,187,86,M,Water Polo,Men's Water Polo,,,,
Konstantinos Kokkinakis,Greece,Europe,36,193,107,M,Water Polo,Men's Water Polo,,,,
Konstantinos Mourikis,Greece,Europe,24,198,115,M,Water Polo,Men's Water Polo,,,,
Manthos Voulgarakis,Greece,Europe,32,188,104,M,Water Polo,Men's Water Polo,,,,
Nikolaos Deligiannis,Greece,Europe,35,190,95,M,Water Polo,Men's Water Polo,,,,
Theodoros Chatzitheodorou,Greece,Europe,35,190,100,M,Water Polo,Men's Water Polo,,,,
Adam Steinmetz,Hungary,Europe,31,198,104,M,Water Polo,Men's Water Polo,,,,
Balazs Harai,Hungary,Europe,25,202,110,M,Water Polo,Men's Water Polo,,,,
Daniel Varga,Hungary,Europe,28,201,95,M,Water Polo,Men's Water Polo,,,,
Denes Varga,Hungary,Europe,25,193,95,M,Water Polo,Men's Water Polo,,,,
Gergely Kiss,Hungary,Europe,34,198,112,M,Water Polo,Men's Water Polo,,,,
Norbert Hosnyanszky,Hungary,Europe,28,196,102,M,Water Polo,Men's Water Polo,,,,
Norbert Madaras,Hungary,Europe,32,191,91,M,Water Polo,Men's Water Polo,,,,
Peter Biros,Hungary,Europe,36,196,102,M,Water Polo,Men's Water Polo,,,,
Tamas Kasas,Hungary,Europe,36,200,97,M,Water Polo,Men's Water Polo,,,,
Tamas Varga,Hungary,Europe,37,201,105,M,Water Polo,Men's Water Polo,,,,
Viktor Nagy,Hungary,Europe,28,198,97,M,Water Polo,Men's Water Polo,,,,
Alex Giorgetti,Italy,Europe,24,187,78,M,Water Polo,Men's Water Polo,YES,,0.076923,
Amaurys Perez,Italy,Europe,36,194,98,M,Water Polo,Men's Water Polo,YES,,0.076923,
Christian Presciutti,Italy,Europe,29,185,85,M,Water Polo,Men's Water Polo,YES,,0.076923,
Danijel Premus,Italy,Europe,31,186,103,M,Water Polo,Men's Water Polo,YES,,0.076923,
Deni Fiorentini,Italy,Europe,28,191,86,M,Water Polo,Men's Water Polo,YES,,0.076923,
Giacomo Pastorino,Italy,Europe,32,191,89,M,Water Polo,Men's Water Polo,YES,,0.076923,
Massimo Giacoppo,Italy,Europe,29,184,90,M,Water Polo,Men's Water Polo,YES,,0.076923,
Matteo Aicardi,Italy,Europe,26,192,104,M,Water Polo,Men's Water Polo,YES,,0.076923,
Maurizio Felugo,Italy,Europe,31,189,86,M,Water Polo,Men's Water Polo,YES,,0.076923,
Niccolo' Gitto,Italy,Europe,25,185,82,M,Water Polo,Men's Water Polo,YES,,0.076923,
Pietro Figlioli,Italy,Europe,28,192,98,M,Water Polo,Men's Water Polo,YES,,0.076923,
Stefano Tempesti,Italy,Europe,33,205,99,M,Water Polo,Men's Water Polo,YES,,0.076923,
Valentino Gallo,Italy,Europe,27,193,93,M,Water Polo,Men's Water Polo,YES,,0.076923,
Alexandr Shvedov,Kazakhstan,Asia,39,197,85,M,Water Polo,Men's Water Polo,,,,
Alexey Panfili,Kazakhstan,Asia,38,198,98,M,Water Polo,Men's Water Polo,,,,
Alexey Shmider,Kazakhstan,Asia,22,183,81,M,Water Polo,Men's Water Polo,,,,
Mikhail Ruday,Kazakhstan,Asia,24,193,100,M,Water Polo,Men's Water Polo,,,,
Murat Shakenov,Kazakhstan,Asia,21,183,71,M,Water Polo,Men's Water Polo,,,,
Nikita Kokorin,Kazakhstan,Asia,23,191,77,M,Water Polo,Men's Water Polo,,,,
Nikolay Maximov,Kazakhstan,Asia,39,190,95,M,Water Polo,Men's Water Polo,,,,
Ravil Manafov,Kazakhstan,Asia,27,194,101,M,Water Polo,Men's Water Polo,,,,
Rustam Ukumanov,Kazakhstan,Asia,26,192,93,M,Water Polo,Men's Water Polo,,,,
Sergey Gorovoy,Kazakhstan,Asia,36,192,105,M,Water Polo,Men's Water Polo,,,,
Sergey Gubarev,Kazakhstan,Asia,33,183,93,M,Water Polo,Men's Water Polo,,,,
Vladimir Ushakov,Kazakhstan,Asia,30,195,94,M,Water Polo,Men's Water Polo,,,,
Aleksandar Ivovic,Montenegro,Europe,26,197,105,M,Water Polo,Men's Water Polo,,,,
Antonio Petrovic,Montenegro,Europe,29,193,95,M,Water Polo,Men's Water Polo,,,,
Boris Zlokovic,Montenegro,Europe,29,197,100,M,Water Polo,Men's Water Polo,,,,
Denis Sefik,Montenegro,Europe,35,198,115,M,Water Polo,Men's Water Polo,,,,
Dragan Draskovic,Montenegro,Europe,23,192,94,M,Water Polo,Men's Water Polo,,,,
Drasko Brguljan,Montenegro,Europe,27,194,88,M,Water Polo,Men's Water Polo,,,,
Milos Scepanovic,Montenegro,Europe,29,185,89,M,Water Polo,Men's Water Polo,,,,
Mladan Janovic,Montenegro,Europe,28,191,94,M,Water Polo,Men's Water Polo,,,,
Nikola Janovic,Montenegro,Europe,32,191,100,M,Water Polo,Men's Water Polo,,,,
Predrag Jokic,Montenegro,Europe,29,188,96,M,Water Polo,Men's Water Polo,,,,
Vjekoslav Paskovic,Montenegro,Europe,27,181,85,M,Water Polo,Men's Water Polo,,,,
Vladimir Gojkovic,Montenegro,Europe,31,188,92,M,Water Polo,Men's Water Polo,,,,
Alexandru Ghiban,Romania,Europe,25,196,96,M,Water Polo,Men's Water Polo,,,,
Alexandru Matei,Romania,Europe,31,195,95,M,Water Polo,Men's Water Polo,,,,
Andrei Busila,Romania,Europe,31,191,92,M,Water Polo,Men's Water Polo,,,,
Andrei Iosep,Romania,Europe,34,195,99,M,Water Polo,Men's Water Polo,,,,
Dimitri Goanta,Romania,Europe,25,202,113,M,Water Polo,Men's Water Polo,,,,
Dragos Stoenescu,Romania,Europe,33,196,96,M,Water Polo,Men's Water Polo,,,,
Kalman Kadar,Romania,Europe,33,190,84,M,Water Polo,Men's Water Polo,,,,
Mihai Dragusin,Romania,Europe,28,188,85,M,Water Polo,Men's Water Polo,,,,
Mihnea Chioveanu,Romania,Europe,24,198,115,M,Water Polo,Men's Water Polo,,,,
Nicolae Diaconu,Romania,Europe,31,180,88,M,Water Polo,Men's Water Polo,,,,
Ramiro Georgescu,Romania,Europe,29,193,93,M,Water Polo,Men's Water Polo,,,,
Tiberiu Negrean,Romania,Europe,23,187,85,M,Water Polo,Men's Water Polo,,,,
Aleksa Saponjic,Serbia,Europe,20,191,98,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Andrija Prlainovic,Serbia,Europe,25,200,106,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Dusan Mandic,Serbia,Europe,18,190,91,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Dusko Pijetlovic,Serbia,Europe,27,186,95,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Filip Filipovic,Serbia,Europe,25,193,91,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Gojko Pijetlovic,Serbia,Europe,28,194,100,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Milan Aleksic,Serbia,Europe,26,197,100,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Slobodan Nikic,Serbia,Europe,29,194,105,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Slobodan Soro,Serbia,Europe,33,198,98,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Stefan Mitrovic,Serbia,Europe,24,194,85,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Zivko Gocic,Serbia,Europe,29,192,107,M,Water Polo,Men's Water Polo,YES,,,0.090909091
Albert Espanol Lifante,Spain,Europe,26,189,86,M,Water Polo,Men's Water Polo,,,,
Blai Mallarach Guell,Spain,Europe,24,187,87,M,Water Polo,Men's Water Polo,,,,
Daniel Lopez Pinedo,Spain,Europe,32,191,87,M,Water Polo,Men's Water Polo,,,,
David Martin Lozano,Spain,Europe,35,177,78,M,Water Polo,Men's Water Polo,,,,
Felipe Perrone Rocha,Spain,Europe,26,183,95,M,Water Polo,Men's Water Polo,,,,
Guillermo Molina Rios,Spain,Europe,28,194,108,M,Water Polo,Men's Water Polo,,,,
Inaki Aguilar Vicente,Spain,Europe,28,189,82,M,Water Polo,Men's Water Polo,,,,
Ivan Perez Vargas,Spain,Europe,41,197,109,M,Water Polo,Men's Water Polo,,,,
Javier Garcia Gadea,Spain,Europe,28,198,92,M,Water Polo,Men's Water Polo,,,,
Marc Minguell Alferez,Spain,Europe,27,186,95,M,Water Polo,Men's Water Polo,,,,
Mario Garcia Rodriguez,Spain,Europe,29,190,91,M,Water Polo,Men's Water Polo,,,,
Xavier Valles Trias,Spain,Europe,32,191,104,M,Water Polo,Men's Water Polo,,,,
Adam Wright,United States of America,Americas,35,192,88,M,Water Polo,Men's Water Polo,,,,
Chay Lapin,United States of America,Americas,25,196,93,M,Water Polo,Men's Water Polo,,,,
Jeff Powers,United States of America,Americas,32,201,108,M,Water Polo,Men's Water Polo,,,,
Jesse Smith,United States of America,Americas,29,193,104,M,Water Polo,Men's Water Polo,,,,
John Mann,United States of America,Americas,27,198,113,M,Water Polo,Men's Water Polo,,,,
Layne Beaubien,United States of America,Americas,36,201,100,M,Water Polo,Men's Water Polo,,,,
Merrill Moses,United States of America,Americas,34,191,95,M,Water Polo,Men's Water Polo,,,,
Peter Hudnut,United States of America,Americas,32,196,102,M,Water Polo,Men's Water Polo,,,,
Peter Varellas,United States of America,Americas,27,191,88,M,Water Polo,Men's Water Polo,,,,
Ryan Bailey,United States of America,Americas,36,201,111,M,Water Polo,Men's Water Polo,,,,
Shea Buckner,United States of America,Americas,25,193,98,M,Water Polo,Men's Water Polo,,,,
Tim Hutten,United States of America,Americas,27,196,100,M,Water Polo,Men's Water Polo,,,,
