Name,Country,Continent,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze
Asbel Kiprop,Kenya,Africa,23,190,62,M,Athletics,Men's 1500m,,,,
Nixon Kiplimo Chepseba,Kenya,Africa,21,185,66,M,Athletics,Men's 1500m,,,,
Silas Kiplagat,Kenya,Africa,22,170,56,M,Athletics,Men's 1500m,,,,
Dmitrijs Jurkevics,Latvia,Europe,25,186,69,M,Athletics,Men's 1500m,,,,
Amine Laalou,Morocco,Africa,30,181,65,M,Athletics,Men's 1500m,,,,
Mohamed Moustaoui,Morocco,Africa,27,174,60,M,Athletics,Men's 1500m,,,,
Nicholas Willis,New Zealand,Oceania,29,183,68,M,Athletics,Men's 1500m,,,,
Rabiou Guero Gao,Niger,Africa,24,170,58,M,Athletics,Men's 1500m,,,,
Henrik Ingebrigtsen,Norway,Europe,21,,,M,Athletics,Men's 1500m,,,,
Hamza Driouch,Qatar,Asia,17,178,61,M,Athletics,Men's 1500m,,,,
Mohamad Al-Garni,Qatar,Asia,20,170,55,M,Athletics,Men's 1500m,,,,
Egor Nikolaev,Russian Federation,Europe,24,176,60,M,Athletics,Men's 1500m,,,,
Emad Noor,Saudi Arabia,Asia,22,,,M,Athletics,Men's 1500m,,,,
Mohamed Mohamed,Somalia,Africa,18,,,M,Athletics,Men's 1500m,,,,
Alvaro Rodriguez,Spain,Europe,25,179,68,M,Athletics,Men's 1500m,,,,
David Bustos,Spain,Europe,21,181,65,M,Athletics,Men's 1500m,,,,
Diego Ruiz,Spain,Europe,30,178,64,M,Athletics,Men's 1500m,,,,
Andrew Wheating,United States of America,Americas,24,198,82,M,Athletics,Men's 1500m,,,,
Leonel Manzano,United States of America,Americas,27,165,57,M,Athletics,Men's 1500m,YES,,1,
Matthew Centrowitz,United States of America,Americas,22,175,60,M,Athletics,Men's 1500m,,,,
Eduar Villanueva,Venezuela,Americas,27,172,65,M,Athletics,Men's 1500m,,,,
Nabil Mohammed Al-Garbi,Yemen,Asia,18,175,65,M,Athletics,Men's 1500m,,,,
Abdalaati Iguider,Morocco,Africa,25,173,57,M,Athletics,"Men's 1500m, Men's 5000m",YES,,,1
Brendan Christian,Antigua and Barbuda,Americas,28,178,70,M,Athletics,Men's 200m,,,,
Michael Mathieu,Bahamas,Americas,28,178,77,M,Athletics,Men's 200m,,,,
Trevorvano Mackey,Bahamas,Americas,20,,,M,Athletics,Men's 200m,,,,
Aaron Brown,Canada,Americas,20,198,79,M,Athletics,Men's 200m,,,,
Jared Connaughton,Canada,Americas,27,175,79,M,Athletics,Men's 200m,,,,
Tremaine Harris,Canada,Americas,20,181,81,M,Athletics,Men's 200m,,,,
Michael Herrera,Cuba,Americas,27,,,M,Athletics,Men's 200m,,,,
Roberto Skyers,Cuba,Americas,20,,,M,Athletics,Men's 200m,,,,
Carlos Jorge,Dominican Republic,Americas,26,185,80,M,Athletics,Men's 200m,,,,
Alex Quinonez,Ecuador,Americas,22,176,65,M,Athletics,Men's 200m,,,,
Jonathan Astrand,Finland,Europe,26,179,68,M,Athletics,Men's 200m,,,,
Christian Malcolm,Great Britain,Europe,33,178,71,M,Athletics,Men's 200m,,,,
James Ellington,Great Britain,Europe,26,179,81,M,Athletics,Men's 200m,,,,
Joel Redhead,Grenada,Americas,26,187,60,M,Athletics,Men's 200m,,,,
Paul Hession,Ireland,Europe,29,184,75,M,Athletics,Men's 200m,,,,
Warren Weir,Jamaica,Americas,22,178,75,M,Athletics,Men's 200m,YES,,,1
Vyacheslav Muravyev,Kazakhstan,Asia,30,186,82,M,Athletics,Men's 200m,,,,
Mosito Lehata,Lesotho,Africa,23,177,69,M,Athletics,Men's 200m,,,,
Jidou El Moctar,Mauritania,Africa,27,170,65,M,Athletics,Men's 200m,,,,
Jose Carlos Herrera,Mexico,Americas,26,187,77,M,Athletics,Men's 200m,,,,
Noah Akwu,Nigeria,Africa,21,160,74,M,Athletics,Men's 200m,,,,
Alonso Edward,Panama,Americas,22,,,M,Athletics,Men's 200m,,,,
Zhenye Xie,People's Republic of China,Asia,18,178,130,M,Athletics,Men's 200m,,,,
Arnaldo Abrantes,Portugal,Europe,25,184,78,M,Athletics,Men's 200m,,,,
Jean-Yves Esparon,Seychelles,Africa,17,,,M,Athletics,Men's 200m,,,,
Anaso Jobodwana,South Africa,Africa,20,187,71,M,Athletics,Men's 200m,,,,
Sibusiso Matsenjwa,Swaziland,Africa,24,180,81,M,Athletics,Men's 200m,,,,
Alex Wilson,Switzerland,Europe,21,182,78,M,Athletics,Men's 200m,,,,
Reto Schenkel,Switzerland,Europe,24,183,89,M,Athletics,Men's 200m,,,,
Serhiy Smelyk,Ukraine,Europe,25,178,71,M,Athletics,Men's 200m,,,,
Isiah Young,United States of America,Americas,22,180,79,M,Athletics,Men's 200m,,,,
Maurice Mitchell,United States of America,Americas,22,180,74,M,Athletics,Men's 200m,,,,
Wallace Spearmon,United States of America,Americas,27,191,79,M,Athletics,Men's 200m,,,,
Aldemir da Silva Junior,Brazil,Americas,20,,,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Bruno de Barros,Brazil,Americas,25,,85,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Sandro Viana,Brazil,Americas,35,,,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Christophe Lemaitre,France,Europe,22,190,74,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Shinji Takahira,Japan,Asia,28,180,60,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Shota Iizuka,Japan,Asia,21,185,78,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Kamil Krynski,Poland,Europe,25,187,88,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,
Kei Takase,Japan,Asia,23,179,62,M,Athletics,"Men's 200m, Men's 4 x 400m Relay",,,,
Pavel Maslak,Czech Republic,Europe,21,176,67,M,Athletics,"Men's 200m, Men's 400m",,,,
Juan Manuel Cano,Argentina,Americas,24,168,60,M,Athletics,Men's 20km Race Walk,,,,
Adam Rutter,Australia,Oceania,25,173,60,M,Athletics,Men's 20km Race Walk,,,,
Dzianis Simanovich,Belarus,Europe,25,178,63,M,Athletics,Men's 20km Race Walk,,,,
Caio Bonfim,Brazil,Americas,21,,,M,Athletics,Men's 20km Race Walk,,,,
Inaki Gomez,Canada,Americas,24,172,60,M,Athletics,Men's 20km Race Walk,,,,
Yerko Araya,Chile,Americas,26,177,65,M,Athletics,Men's 20km Race Walk,,,,
Eider Arevalo,Colombia,Americas,19,,,M,Athletics,Men's 20km Race Walk,,,,
James Rendon,Colombia,Americas,27,170,60,M,Athletics,Men's 20km Race Walk,,,,
Luis Fernando Lopez,Colombia,Americas,33,170,60,M,Athletics,Men's 20km Race Walk,,,,
Mauricio Arteaga,Ecuador,Americas,23,178,62,M,Athletics,Men's 20km Race Walk,,,,
Mate Helebrandt,Hungary,Europe,23,174,60,M,Athletics,Men's 20km Race Walk,,,,
Baljinder Singh,India,Asia,25,,,M,Athletics,Men's 20km Race Walk,,,,
Gurmeet Singh,India,Asia,27,,,M,Athletics,Men's 20km Race Walk,,,,
Irfan Kolothum Thodi,India,Asia,22,,,M,Athletics,Men's 20km Race Walk,,,,
Giorgio Rubino,Italy,Europe,26,170,77,M,Athletics,Men's 20km Race Walk,,,,
Isamu Fujisawa,Japan,Asia,24,164,56,M,Athletics,Men's 20km Race Walk,,,,
Takumi Saito,Japan,Asia,19,178,61,M,Athletics,Men's 20km Race Walk,,,,
Yusuke Suzuki,Japan,Asia,24,169,57,M,Athletics,Men's 20km Race Walk,,,,
Arnis Rumbenieks,Latvia,Europe,24,175,65,M,Athletics,Men's 20km Race Walk,,,,
Marius Ziukas,Lithuania,Europe,27,184,72,M,Athletics,Men's 20km Race Walk,,,,
Eder Sanchez,Mexico,Americas,26,176,66,M,Athletics,Men's 20km Race Walk,,,,
Ever Palma,Mexico,Americas,20,176,66,M,Athletics,Men's 20km Race Walk,,,,
Isaac Palma,Mexico,Americas,21,174,69,M,Athletics,Men's 20km Race Walk,,,,
Erik Tysse,Norway,Europe,31,,,M,Athletics,Men's 20km Race Walk,,,,
Ding Chen,People's Republic of China,Asia,19,180,62,M,Athletics,Men's 20km Race Walk,YES,1,,
Zelin Cai,People's Republic of China,Asia,21,172,55,M,Athletics,Men's 20km Race Walk,,,,
Zhen Wang,People's Republic of China,Asia,20,180,62,M,Athletics,Men's 20km Race Walk,YES,,,1
Dawid Tomala,Poland,Europe,22,182,66,M,Athletics,Men's 20km Race Walk,,,,
Grzegorz Sudol,Poland,Europe,33,175,64,M,Athletics,Men's 20km Race Walk,,,,
Hyunsub Kim,Republic of Korea,Asia,27,175,53,M,Athletics,Men's 20km Race Walk,,,,
Youngjun Byun,Republic of Korea,Asia,28,175,58,M,Athletics,Men's 20km Race Walk,,,,
Andrey Krivov,Russian Federation,Europe,26,185,72,M,Athletics,Men's 20km Race Walk,,,,
Valeriy Borchin,Russian Federation,Europe,25,178,63,M,Athletics,Men's 20km Race Walk,,,,
Vladimir Kanaykin,Russian Federation,Europe,27,170,65,M,Athletics,Men's 20km Race Walk,,,,
Predrag Filipovic,Serbia,Europe,33,182,73,M,Athletics,Men's 20km Race Walk,,,,
Anton Kucmin,Slovakia,Europe,28,180,68,M,Athletics,Men's 20km Race Walk,,,,
Alvaro Martin,Spain,Europe,18,182,72,M,Athletics,Men's 20km Race Walk,,,,
Miguel Angel Lopez,Spain,Europe,24,181,70,M,Athletics,Men's 20km Race Walk,,,,
Hassanine Sebei,Tunisia,Africa,28,177,56,M,Athletics,Men's 20km Race Walk,,,,
Ivan Losev,Ukraine,Europe,26,177,70,M,Athletics,Men's 20km Race Walk,,,,
Nazar Kovalenko,Ukraine,Europe,25,178,70,M,Athletics,Men's 20km Race Walk,,,,
Ruslan Dmytrenko,Ukraine,Europe,26,180,67,M,Athletics,Men's 20km Race Walk,,,,
Trevor Barron,United States of America,Americas,19,191,73,M,Athletics,Men's 20km Race Walk,,,,
Jared Tallent,Australia,Oceania,27,178,58,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Bertrand Moulinet,France,Europe,25,177,64,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Andre Hohne,Germany,Europe,34,185,72,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Alexandros Papamihail,Greece,Europe,23,175,62,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Erick Barrondo,Guatemala,Americas,21,172,60,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",YES,,1,
Robert Heffernan,Ireland,Europe,34,171,58,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Rafal Augustyn,Poland,Europe,28,179,73,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Joao Vieira,Portugal,Europe,36,175,59,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Chilsung Park,Republic of Korea,Asia,30,173,62,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,
Mohamed Khaled Belabbas,Algeria,Africa,31,178,70,M,Athletics,Men's 3000m Steeplechase,,,,
Youcef Abdi,Australia,Oceania,34,177,66,M,Athletics,Men's 3000m Steeplechase,,,,
Alex Genest,Canada,Americas,26,178,61,M,Athletics,Men's 3000m Steeplechase,,,,
Nahom Mesfin,Ethiopia,Africa,23,180,62,M,Athletics,Men's 3000m Steeplechase,,,,
Roba Gari,Ethiopia,Africa,30,180,62,M,Athletics,Men's 3000m Steeplechase,,,,
Jukka Keskisalo,Finland,Europe,31,185,66,M,Athletics,Men's 3000m Steeplechase,,,,
Mahiedine Mekhissi-Benabbad,France,Europe,27,187,75,M,Athletics,Men's 3000m Steeplechase,YES,,1,
Vincent Zouaoui-Dandrieux,France,Europe,31,187,78,M,Athletics,Men's 3000m Steeplechase,,,,
Steffen Uliczka,Germany,Europe,28,180,65,M,Athletics,Men's 3000m Steeplechase,,,,
Stuart Stokes,Great Britain,Europe,35,181,65,M,Athletics,Men's 3000m Steeplechase,,,,
Albert Minczer,Hungary,Europe,25,179,63,M,Athletics,Men's 3000m Steeplechase,,,,
Yuri Floriani,Italy,Europe,30,180,64,M,Athletics,Men's 3000m Steeplechase,,,,
Artem Kosinov,Kazakhstan,Asia,26,182,67,M,Athletics,Men's 3000m Steeplechase,,,,
Abel Kiprop Mutai,Kenya,Africa,23,187,73,M,Athletics,Men's 3000m Steeplechase,YES,,,1
Brimin Kiprop Kipruto,Kenya,Africa,27,175,55,M,Athletics,Men's 3000m Steeplechase,,,,
Ezekiel Kemboi,Kenya,Africa,30,,,M,Athletics,Men's 3000m Steeplechase,YES,1,,
Brahim Taleb,Morocco,Africa,30,181,61,M,Athletics,Men's 3000m Steeplechase,,,,
Hamid Ezzine,Morocco,Africa,28,174,62,M,Athletics,Men's 3000m Steeplechase,,,,
Hicham Sigueni,Morocco,Africa,19,172,61,M,Athletics,Men's 3000m Steeplechase,,,,
Mario Bazan,Peru,Americas,24,175,64,M,Athletics,Men's 3000m Steeplechase,,,,
Lukasz Parszczynski,Poland,Europe,27,180,66,M,Athletics,Men's 3000m Steeplechase,,,,
Alberto Paulo,Portugal,Europe,26,174,59,M,Athletics,Men's 3000m Steeplechase,,,,
Ion Luchianov,Republic of Moldova,Europe,31,178,72,M,Athletics,Men's 3000m Steeplechase,,,,
Nikolay Chavkin,Russian Federation,Europe,28,189,74,M,Athletics,Men's 3000m Steeplechase,,,,
Ali Ahmed Al-Amri,Saudi Arabia,Asia,27,,,M,Athletics,Men's 3000m Steeplechase,,,,
Abdelaziz Merzougui,Spain,Europe,20,175,62,M,Athletics,Men's 3000m Steeplechase,,,,
Angel Mullera,Spain,Europe,28,178,60,M,Athletics,Men's 3000m Steeplechase,,,,
Sebastian Martos,Spain,Europe,23,178,63,M,Athletics,Men's 3000m Steeplechase,,,,
Victor Garcia,Spain,Europe,27,173,57,M,Athletics,Men's 3000m Steeplechase,,,,
Amor Ben Yahia,Tunisia,Africa,27,176,54,M,Athletics,Men's 3000m Steeplechase,,,,
Tarik Langat Akdag,Turkey,Europe,24,,,M,Athletics,Men's 3000m Steeplechase,,,,
Benjamin Kiplagat,Uganda,Africa,23,183,65,M,Athletics,Men's 3000m Steeplechase,,,,
Jacob Araptany,Uganda,Africa,18,168,58,M,Athletics,Men's 3000m Steeplechase,,,,
Vadym Slobodenyuk,Ukraine,Europe,31,187,77,M,Athletics,Men's 3000m Steeplechase,,,,
Donald Cabral,United States of America,Americas,22,178,67,M,Athletics,Men's 3000m Steeplechase,,,,
Evan Jager,United States of America,Americas,23,188,66,M,Athletics,Men's 3000m Steeplechase,,,,
Kyle Alcorn,United States of America,Americas,27,185,74,M,Athletics,Men's 3000m Steeplechase,,,,
Jose Pena,Venezuela,Americas,25,165,56,M,Athletics,Men's 3000m Steeplechase,,,,
Andrew McCabe,Australia,Oceania,21,188,83,M,Athletics,Men's 4 x 100m Relay,,,,
Anthony Alozie,Australia,Oceania,25,171,79,M,Athletics,Men's 4 x 100m Relay,,,,
Isaac Ntiamoah,Australia,Oceania,29,172,75,M,Athletics,Men's 4 x 100m Relay,,,,
Joshua Ross,Australia,Oceania,31,185,83,M,Athletics,Men's 4 x 100m Relay,,,,
Tim Leathart,Australia,Oceania,22,180,80,M,Athletics,Men's 4 x 100m Relay,,,,
Carlos Roberto de Moraes Jr,Brazil,Americas,22,,,M,Athletics,Men's 4 x 100m Relay,,,,
Jose Carlos Moreira,Brazil,Americas,28,172,76,M,Athletics,Men's 4 x 100m Relay,,,,
Akeem Haynes,Canada,Americas,20,168,150,M,Athletics,Men's 4 x 100m Relay,,,,
Gavin Smellie,Canada,Americas,26,180,80,M,Athletics,Men's 4 x 100m Relay,,,,
Ian Warner,Canada,Americas,22,170,160,M,Athletics,Men's 4 x 100m Relay,,,,
Oluseyi Smith,Canada,Americas,25,190,95,M,Athletics,Men's 4 x 100m Relay,,,,
Oluwasegun Makinde,Canada,Americas,21,179,84,M,Athletics,Men's 4 x 100m Relay,,,,
Ben Bassaw,France,Europe,23,183,77,M,Athletics,Men's 4 x 100m Relay,,,,
Emmanuel Biron,France,Europe,24,177,65,M,Athletics,Men's 4 x 100m Relay,,,,
Pierre-Alexis Pessonneaux,France,Europe,24,181,70,M,Athletics,Men's 4 x 100m Relay,,,,
Ronald Pognon,France,Europe,29,185,71,M,Athletics,Men's 4 x 100m Relay,,,,
Alexander Kosenkow,Germany,Europe,35,178,72,M,Athletics,Men's 4 x 100m Relay,,,,
Lucas Jakubczyk,Germany,Europe,27,183,78,M,Athletics,Men's 4 x 100m Relay,,,,
Martin Keller,Germany,Europe,25,180,84,M,Athletics,Men's 4 x 100m Relay,,,,
Sven Knipphals,Germany,Europe,26,189,90,M,Athletics,Men's 4 x 100m Relay,,,,
Tobias Unger,Germany,Europe,33,180,74,M,Athletics,Men's 4 x 100m Relay,,,,
Daniel Talbot,Great Britain,Europe,21,184,69,M,Athletics,Men's 4 x 100m Relay,,,,
Mark Lewis-Francis,Great Britain,Europe,29,180,95,M,Athletics,Men's 4 x 100m Relay,,,,
Simeon Williamson,Great Britain,Europe,26,186,95,M,Athletics,Men's 4 x 100m Relay,,,,
Chi Ho Tsui,"Hong Kong, China",Asia,22,171,62,M,Athletics,Men's 4 x 100m Relay,,,,
Chun Ho Lai,"Hong Kong, China",Asia,23,171,64,M,Athletics,Men's 4 x 100m Relay,,,,
Ka Fung Ng,"Hong Kong, China",Asia,19,180,77,M,Athletics,Men's 4 x 100m Relay,,,,
Man Lok Ho,"Hong Kong, China",Asia,20,177,67,M,Athletics,Men's 4 x 100m Relay,,,,
Yik Chun Tang,"Hong Kong, China",Asia,26,177,67,M,Athletics,Men's 4 x 100m Relay,,,,
Davide Manenti,Italy,Europe,23,,,M,Athletics,Men's 4 x 100m Relay,,,,
Diego Marani,Italy,Europe,22,,,M,Athletics,Men's 4 x 100m Relay,,,,
Fabio Cerutti,Italy,Europe,26,190,83,M,Athletics,Men's 4 x 100m Relay,,,,
Jacques Riparelli,Italy,Europe,29,183,81,M,Athletics,Men's 4 x 100m Relay,,,,
Rosario la Mastra,Italy,Europe,28,,,M,Athletics,Men's 4 x 100m Relay,,,,
Simone Collio,Italy,Europe,32,180,77,M,Athletics,Men's 4 x 100m Relay,,,,
Kemar Bailey-Cole,Jamaica,Americas,20,193,83,M,Athletics,Men's 4 x 100m Relay,,,,
Nesta Carter,Jamaica,Americas,26,173,78,M,Athletics,Men's 4 x 100m Relay,,,,
Takumi Kuki,Japan,Asia,20,170,64,M,Athletics,Men's 4 x 100m Relay,,,,
Brian Mariano,Netherlands,Europe,27,182,86,M,Athletics,Men's 4 x 100m Relay,,,,
Giovanni Codrington,Netherlands,Europe,24,177,80,M,Athletics,Men's 4 x 100m Relay,,,,
Jerrel Feller,Netherlands,Europe,25,170,73,M,Athletics,Men's 4 x 100m Relay,,,,
Patrick van Luijk,Netherlands,Europe,27,189,87,M,Athletics,Men's 4 x 100m Relay,,,,
Wouter Brus,Netherlands,Europe,20,180,77,M,Athletics,Men's 4 x 100m Relay,,,,
Jiahong Liang,People's Republic of China,Asia,24,184,84,M,Athletics,Men's 4 x 100m Relay,,,,
Peimeng Zhang,People's Republic of China,Asia,25,186,86,M,Athletics,Men's 4 x 100m Relay,,,,
Yi Lao,People's Republic of China,Asia,26,176,65,M,Athletics,Men's 4 x 100m Relay,,,,
Artur Zaczek,Poland,Europe,23,182,78,M,Athletics,Men's 4 x 100m Relay,,,,
Jakub Adamski,Poland,Europe,24,183,75,M,Athletics,Men's 4 x 100m Relay,,,,
Kamil Masztak,Poland,Europe,28,186,81,M,Athletics,Men's 4 x 100m Relay,,,,
Robert Kubaczyk,Poland,Europe,25,177,73,M,Athletics,Men's 4 x 100m Relay,,,,
Brijesh Lawrence,Saint Kitts and Nevis,Americas,22,180,93,M,Athletics,Men's 4 x 100m Relay,,,,
Delwayne Delaney,Saint Kitts and Nevis,Americas,29,168,73,M,Athletics,Men's 4 x 100m Relay,,,,
Lestrod Roland,Saint Kitts and Nevis,Americas,19,165,54,M,Athletics,Men's 4 x 100m Relay,,,,
Emmanuel Callender,Trinidad and Tobago,Americas,28,189,86,M,Athletics,Men's 4 x 100m Relay,,,,
Jamol James,Trinidad and Tobago,Americas,20,157,65,M,Athletics,Men's 4 x 100m Relay,,,,
Darvis Patton,United States of America,Americas,34,183,79,M,Athletics,Men's 4 x 100m Relay,,,,
Jeffery Demps,United States of America,Americas,22,175,82,M,Athletics,Men's 4 x 100m Relay,,,,
Trell Kimmons,United States of America,Americas,27,173,77,M,Athletics,Men's 4 x 100m Relay,,,,
Ben Offereins,Australia,Oceania,26,184,76,M,Athletics,Men's 4 x 400m Relay,,,,
Joel Milburn,Australia,Oceania,26,182,75,M,Athletics,Men's 4 x 400m Relay,,,,
John Steffensen,Australia,Oceania,29,180,71,M,Athletics,Men's 4 x 400m Relay,,,,
Andrae Williams,Bahamas,Americas,29,185,82,M,Athletics,Men's 4 x 400m Relay,,,,
Avard Moncur,Bahamas,Americas,33,,,M,Athletics,Men's 4 x 400m Relay,,,,
Wesley Neymour,Bahamas,Americas,23,193,82,M,Athletics,Men's 4 x 400m Relay,,,,
Antoine Gillet,Belgium,Europe,24,185,73,M,Athletics,Men's 4 x 400m Relay,,,,
Arnaud Ghislain,Belgium,Europe,23,182,69,M,Athletics,Men's 4 x 400m Relay,,,,
Jente Bouckaert,Belgium,Europe,22,190,75,M,Athletics,Men's 4 x 400m Relay,,,,
Nils Duerinck,Belgium,Europe,28,183,75,M,Athletics,Men's 4 x 400m Relay,,,,
Noel Ruiz,Cuba,Americas,25,,,M,Athletics,Men's 4 x 400m Relay,,,,
Orestes Rodriguez,Cuba,Americas,23,,,M,Athletics,Men's 4 x 400m Relay,,,,
Raidel Acea,Cuba,Americas,21,,,M,Athletics,Men's 4 x 400m Relay,,,,
William Collazo,Cuba,Americas,25,,,M,Athletics,Men's 4 x 400m Relay,,,,
Arismendy Peguero,Dominican Republic,Americas,32,180,80,M,Athletics,Men's 4 x 400m Relay,,,,
Gustavo Cuesta,Dominican Republic,Americas,23,183,80,M,Athletics,Men's 4 x 400m Relay,,,,
Joel Mejia,Dominican Republic,Americas,21,178,65,M,Athletics,Men's 4 x 400m Relay,,,,
Yon Soriano,Dominican Republic,Americas,25,170,68,M,Athletics,Men's 4 x 400m Relay,,,,
Benjamin Jonas,Germany,Europe,22,194,82,M,Athletics,Men's 4 x 400m Relay,,,,
Eric Kruger,Germany,Europe,24,175,74,M,Athletics,Men's 4 x 400m Relay,,,,
Jonas Plass,Germany,Europe,26,183,75,M,Athletics,Men's 4 x 400m Relay,,,,
Kamghe Gaba,Germany,Europe,28,202,96,M,Athletics,Men's 4 x 400m Relay,,,,
Thomas Schneider,Germany,Europe,23,185,83,M,Athletics,Men's 4 x 400m Relay,,,,
Luke Lennon-Ford,Great Britain,Europe,23,183,75,M,Athletics,Men's 4 x 400m Relay,,,,
Richard Buck,Great Britain,Europe,25,188,80,M,Athletics,Men's 4 x 400m Relay,,,,
Edino Steele,Jamaica,Americas,25,178,72,M,Athletics,Men's 4 x 400m Relay,,,,
Riker Hylton,Jamaica,Americas,23,168,61,M,Athletics,Men's 4 x 400m Relay,,,,
Hiroyuki Nakano,Japan,Asia,23,173,67,M,Athletics,Men's 4 x 400m Relay,,,,
Yoshihiro Azuma,Japan,Asia,21,172,60,M,Athletics,Men's 4 x 400m Relay,,,,
Alphas Leken Kishoyian,Kenya,Africa,18,162,56,M,Athletics,Men's 4 x 400m Relay,,,,
Anderson Mureta Mutegi,Kenya,Africa,25,,,M,Athletics,Men's 4 x 400m Relay,,,,
Boniface Ontuga Mweresa,Kenya,Africa,18,170,70,M,Athletics,Men's 4 x 400m Relay,,,,
Mark Kiprotich Muttai,Kenya,Africa,34,172,58,M,Athletics,Men's 4 x 400m Relay,,,,
Vincent Mumo Kiilu,Kenya,Africa,30,160,67,M,Athletics,Men's 4 x 400m Relay,,,,
Kacper Kozlowski,Poland,Europe,25,177,70,M,Athletics,Men's 4 x 400m Relay,,,,
Kamil Budziejewski,Poland,Europe,23,,,M,Athletics,Men's 4 x 400m Relay,,,,
Michal Pietrzak,Poland,Europe,23,185,77,M,Athletics,Men's 4 x 400m Relay,,,,
Patryk Dobek,Poland,Europe,18,186,72,M,Athletics,Men's 4 x 400m Relay,,,,
Piotr Wiaderek,Poland,Europe,28,185,78,M,Athletics,Men's 4 x 400m Relay,,,,
Denis Alekseyev,Russian Federation,Europe,24,186,75,M,Athletics,Men's 4 x 400m Relay,,,,
Sergey Petukhov,Russian Federation,Europe,28,186,83,M,Athletics,Men's 4 x 400m Relay,,,,
Valentin Kruglyakov,Russian Federation,Europe,26,188,85,M,Athletics,Men's 4 x 400m Relay,,,,
Vladimir Krasnov,Russian Federation,Europe,21,190,70,M,Athletics,Men's 4 x 400m Relay,,,,
Ofentse Mogawane,South Africa,Africa,30,188,69,M,Athletics,Men's 4 x 400m Relay,,,,
Shaun de Jager,South Africa,Africa,21,186,68,M,Athletics,Men's 4 x 400m Relay,,,,
Willem de Beer,South Africa,Africa,24,188,73,M,Athletics,Men's 4 x 400m Relay,,,,
Ade Alleyne-Forte,Trinidad and Tobago,Americas,23,180,73,M,Athletics,Men's 4 x 400m Relay,,,,
Jarrin Solomon,Trinidad and Tobago,Americas,26,165,73,M,Athletics,Men's 4 x 400m Relay,,,,
Machel Cedenio,Trinidad and Tobago,Americas,16,183,70,M,Athletics,Men's 4 x 400m Relay,,,,
Jeremy Wariner,United States of America,Americas,28,185,71,M,Athletics,Men's 4 x 400m Relay,,,,
Joshua Mance,United States of America,Americas,20,191,82,M,Athletics,Men's 4 x 400m Relay,,,,
Manteo Mitchell,United States of America,Americas,25,185,79,M,Athletics,Men's 4 x 400m Relay,,,,
Alberto Aguilar,Venezuela,Americas,27,194,80,M,Athletics,Men's 4 x 400m Relay,,,,
